year,state,naics_sector,tech_type,use_level,used_tech,n_firms,n_emp,revenue,payroll
2018,20,Health Care,artificial intelligence,Did not use,Did not use,4471,104344,0,4832558
2018,20,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,20,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,20,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,20,Health Care,artificial intelligence,Don't know,Unknown,256,30138,0,706415
2018,20,Health Care,cloud-based,Did not use,Did not use,2383,46264,0,1543514
2018,20,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,20,Health Care,cloud-based,Low use,Used,447,11329,0,730860
2018,20,Health Care,cloud-based,Moderate use,Used,933,36855,0,2109521
2018,20,Health Care,cloud-based,High use,Used,769,12829,0,699690
2018,20,Health Care,cloud-based,Don't know,Unknown,412,29063,0,628673
2018,20,Health Care,specialized software,Did not use,Did not use,1710,22117,0,1114102
2018,20,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,20,Health Care,specialized software,Low use,Used,0,0,0,0
2018,20,Health Care,specialized software,Moderate use,Used,1089,35196,0,1133741
2018,20,Health Care,specialized software,High use,Used,1522,46051,0,2583081
2018,20,Health Care,specialized software,Don't know,Unknown,358,26788,0,549071
2018,20,Health Care,robotics,Did not use,Did not use,4629,94288,0,4131270
2018,20,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,20,Health Care,robotics,Low use,Used,0,0,0,0
2018,20,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,20,Health Care,robotics,High use,Used,0,0,0,0
2018,20,Health Care,robotics,Don't know,Unknown,205,27328,0,555600
2018,20,Health Care,specialized equipment,Did not use,Did not use,2910,56742,0,1925356
2018,20,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,20,Health Care,specialized equipment,Low use,Used,0,0,0,0
2018,20,Health Care,specialized equipment,Moderate use,Used,0,0,0,0
2018,20,Health Care,specialized equipment,High use,Used,762,36532,0,2053541
2018,20,Health Care,specialized equipment,Don't know,Unknown,237,26577,0,548669
2018,21,Health Care,artificial intelligence,Did not use,Did not use,5550,99141,0,5564815
2018,21,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,21,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,21,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,21,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,21,Health Care,artificial intelligence,Don't know,Unknown,308,8778,0,430116
2018,21,Health Care,cloud-based,Low use,Used,652,10471,0,420189
2018,21,Health Care,cloud-based,Did not use,Did not use,3413,45412,0,2804176
2018,21,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,21,Health Care,cloud-based,Moderate use,Used,667,16574,0,1148277
2018,21,Health Care,cloud-based,High use,Used,965,29303,0,1418301
2018,21,Health Care,cloud-based,Don't know,Unknown,399,7597,0,279136
2018,21,Health Care,specialized software,Did not use,Did not use,2037,34289,0,1218179
2018,21,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,21,Health Care,specialized software,Low use,Used,750,4145,0,145895
2018,21,Health Care,specialized software,Moderate use,Used,966,20623,0,1106071
2018,21,Health Care,specialized software,High use,Used,1905,42443,0,3223333
2018,21,Health Care,specialized software,Don't know,Unknown,437,7788,0,366707
2018,21,Health Care,robotics,Did not use,Did not use,5711,97216,0,5467241
2018,21,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,21,Health Care,robotics,Low use,Used,0,0,0,0
2018,21,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,21,Health Care,robotics,High use,Used,0,0,0,0
2018,21,Health Care,robotics,Don't know,Unknown,208,4745,0,237713
2018,21,Health Care,specialized equipment,Did not use,Did not use,3904,66851,0,3063291
2018,21,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,21,Health Care,specialized equipment,Low use,Used,0,0,0,0
2018,21,Health Care,specialized equipment,Moderate use,Used,0,0,0,0
2018,21,Health Care,specialized equipment,High use,Used,904,18649,0,902956
2018,21,Health Care,specialized equipment,Don't know,Unknown,350,6729,0,310394
2018,23,Health Care,specialized software,Did not use,Did not use,906,15710,0,499312
2018,23,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,23,Health Care,specialized software,Low use,Used,0,0,0,0
2018,23,Health Care,specialized software,Moderate use,Used,0,0,0,0
2018,23,Health Care,specialized software,High use,Used,606,10116,0,444061
2018,23,Health Care,specialized software,Don't know,Unknown,0,0,0,0
2018,23,Health Care,robotics,Did not use,Did not use,1799,32508,0,1298563
2018,23,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,23,Health Care,robotics,Low use,Used,0,0,0,0
2018,23,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,23,Health Care,robotics,High use,Used,0,0,0,0
2018,23,Health Care,robotics,Don't know,Unknown,0,0,0,0
2018,23,Health Care,specialized equipment,Did not use,Did not use,1184,23077,0,795167
2018,23,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,23,Health Care,specialized equipment,Low use,Used,0,0,0,0
2018,23,Health Care,specialized equipment,Moderate use,Used,0,0,0,0
2018,23,Health Care,specialized equipment,High use,Used,371,3581,0,185185
2018,23,Health Care,specialized equipment,Don't know,Unknown,0,0,0,0
2018,23,Health Care,artificial intelligence,Did not use,Did not use,1647,29303,0,1158720
2018,23,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,23,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,23,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,23,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,23,Health Care,artificial intelligence,Don't know,Unknown,166,3817,0,198892
2018,23,Health Care,cloud-based,Did not use,Did not use,1031,16752,0,557776
2018,23,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,23,Health Care,cloud-based,Low use,Used,273,6420,0,356542
2018,23,Health Care,cloud-based,Moderate use,Used,0,0,0,0
2018,23,Health Care,cloud-based,High use,Used,208,6039,0,190157
2018,23,Health Care,cloud-based,Don't know,Unknown,0,0,0,0
2018,22,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,22,Health Care,artificial intelligence,Did not use,Did not use,6579,116838,0,4955542
2018,22,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,22,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,22,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,22,Health Care,artificial intelligence,Don't know,Unknown,429,11800,0,355925
2018,22,Health Care,cloud-based,Did not use,Did not use,4161,50714,0,2098824
2018,22,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,22,Health Care,cloud-based,Low use,Used,480,11397,0,712083
2018,22,Health Care,cloud-based,Moderate use,Used,733,28909,0,1285003
2018,22,Health Care,cloud-based,High use,Used,1433,31840,0,1259026
2018,22,Health Care,cloud-based,Don't know,Unknown,466,8067,0,284126
2018,22,Health Care,specialized software,Did not use,Did not use,3798,47352,0,1937904
2018,22,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,22,Health Care,specialized software,Low use,Used,343,11852,0,447426
2018,22,Health Care,specialized software,Moderate use,Used,695,14387,0,762627
2018,22,Health Care,specialized software,High use,Used,2017,50341,0,2233555
2018,22,Health Care,specialized software,Don't know,Unknown,380,6711,0,242525
2018,22,Health Care,robotics,Did not use,Did not use,6768,98953,0,4277826
2018,22,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,22,Health Care,robotics,Low use,Used,0,0,0,0
2018,22,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,22,Health Care,robotics,High use,Used,0,0,0,0
2018,22,Health Care,robotics,Don't know,Unknown,139,8906,0,213876
2018,22,Health Care,specialized equipment,Did not use,Did not use,4867,68787,0,3008405
2018,22,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,22,Health Care,specialized equipment,Low use,Used,321,6634,0,265069
2018,22,Health Care,specialized equipment,Moderate use,Used,918,16396,0,776900
2018,22,Health Care,specialized equipment,High use,Used,720,29147,0,1341587
2018,22,Health Care,specialized equipment,Don't know,Unknown,449,9961,0,247102
2018,24,Health Care,artificial intelligence,Did not use,Did not use,8408,145815,0,7529172
2018,24,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,24,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,24,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,24,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,24,Health Care,artificial intelligence,Don't know,Unknown,464,18751,0,929625
2018,24,Health Care,cloud-based,Did not use,Did not use,4360,76821,0,4136439
2018,24,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,24,Health Care,cloud-based,Low use,Used,1124,20259,0,1263827
2018,24,Health Care,cloud-based,Moderate use,Used,1436,34736,0,1558638
2018,24,Health Care,cloud-based,High use,Used,1765,31879,0,1495302
2018,24,Health Care,specialized software,Did not use,Did not use,3699,72267,0,4157268
2018,24,Health Care,cloud-based,Don't know,Unknown,566,9160,0,499852
2018,24,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,24,Health Care,specialized software,Low use,Used,602,7291,0,360868
2018,24,Health Care,specialized software,Moderate use,Used,1697,37450,0,1379665
2018,24,Health Care,specialized software,High use,Used,2758,46382,0,2469604
2018,24,Health Care,specialized software,Don't know,Unknown,535,9891,0,600017
2018,24,Health Care,robotics,Did not use,Did not use,8672,156816,0,8041408
2018,24,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,24,Health Care,robotics,Low use,Used,211,5800,0,335900
2018,24,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,24,Health Care,robotics,High use,Used,0,0,0,0
2018,24,Health Care,robotics,Don't know,Unknown,280,6390,0,364213
2018,24,Health Care,specialized equipment,Did not use,Did not use,5395,120320,0,5730481
2018,24,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,24,Health Care,specialized equipment,Don't know,Unknown,565,10442,0,719389
2018,24,Health Care,specialized equipment,Low use,Used,775,10026,0,519985
2018,24,Health Care,specialized equipment,Moderate use,Used,1043,16093,0,918276
2018,24,Health Care,specialized equipment,High use,Used,1516,17603,0,1170846
2018,25,Health Care,artificial intelligence,Did not use,Did not use,7766,178172,0,8369879
2018,25,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,25,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,25,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,25,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,25,Health Care,artificial intelligence,Don't know,Unknown,227,28005,0,1316642
2018,25,Health Care,cloud-based,Did not use,Did not use,4464,74447,0,3386204
2018,25,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,25,Health Care,cloud-based,Low use,Used,1225,33230,0,1789168
2018,25,Health Care,cloud-based,Moderate use,Used,846,41973,0,1385877
2018,25,Health Care,cloud-based,High use,Used,1618,47184,0,2779525
2018,25,Health Care,cloud-based,Don't know,Unknown,279,13560,0,603797
2018,25,Health Care,specialized software,Did not use,Did not use,3610,89665,0,4373712
2018,25,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,25,Health Care,specialized software,Low use,Used,0,0,0,0
2018,25,Health Care,specialized software,Moderate use,Used,1353,33776,0,1340533
2018,25,Health Care,specialized software,High use,Used,2595,59083,0,2999883
2018,25,Health Care,specialized software,Don't know,Unknown,321,13998,0,528072
2018,25,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,25,Health Care,robotics,Did not use,Did not use,7948,180085,0,8398929
2018,25,Health Care,robotics,Low use,Used,0,0,0,0
2018,25,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,25,Health Care,robotics,High use,Used,0,0,0,0
2018,25,Health Care,robotics,Don't know,Unknown,266,10545,0,438872
2018,25,Health Care,specialized equipment,Did not use,Did not use,5258,138303,0,6231326
2018,25,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,25,Health Care,specialized equipment,Low use,Used,0,0,0,0
2018,25,Health Care,specialized equipment,Moderate use,Used,792,19863,0,1195928
2018,25,Health Care,specialized equipment,High use,Used,1677,36341,0,1846254
2018,25,Health Care,specialized equipment,Don't know,Unknown,405,11743,0,477327
2018,26,Health Care,artificial intelligence,Did not use,Did not use,14886,176066,0,7277434
2018,26,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,26,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,26,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,26,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,26,Health Care,artificial intelligence,Don't know,Unknown,675,39970,0,2074037
2018,26,Health Care,cloud-based,Did not use,Did not use,9522,74055,0,3493246
2018,26,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,26,Health Care,cloud-based,Don't know,Unknown,960,15105,0,915480
2018,26,Health Care,cloud-based,Low use,Used,1922,40896,0,1937430
2018,26,Health Care,cloud-based,Moderate use,Used,1590,46966,0,1603795
2018,26,Health Care,cloud-based,High use,Used,1709,39794,0,1549564
2018,26,Health Care,specialized software,Did not use,Did not use,7102,70060,0,3157901
2018,26,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,26,Health Care,specialized software,Low use,Used,1191,18077,0,641044
2018,26,Health Care,specialized software,Moderate use,Used,2544,36036,0,1384494
2018,26,Health Care,specialized software,High use,Used,4236,82551,0,3677681
2018,26,Health Care,specialized software,Don't know,Unknown,725,9697,0,580908
2018,26,Health Care,robotics,Did not use,Did not use,15263,179625,0,7448987
2018,26,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,26,Health Care,robotics,Low use,Used,0,0,0,0
2018,26,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,26,Health Care,robotics,High use,Used,0,0,0,0
2018,26,Health Care,robotics,Don't know,Unknown,312,11556,0,602427
2018,26,Health Care,specialized equipment,Low use,Used,1034,9731,0,512942
2018,26,Health Care,specialized equipment,Did not use,Did not use,10687,134562,0,5420579
2018,26,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,26,Health Care,specialized equipment,Moderate use,Used,1851,39049,0,2058470
2018,26,Health Care,specialized equipment,High use,Used,1768,21099,0,915383
2018,26,Health Care,specialized equipment,Don't know,Unknown,539,14093,0,629817
2018,27,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,27,Health Care,artificial intelligence,Did not use,Did not use,7849,170547,0,7962561
2018,27,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,27,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,27,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,27,Health Care,artificial intelligence,Don't know,Unknown,278,16092,0,601980
2018,27,Health Care,cloud-based,Did not use,Did not use,4114,58453,0,2139613
2018,27,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,27,Health Care,cloud-based,Low use,Used,0,0,0,0
2018,27,Health Care,cloud-based,Moderate use,Used,1050,32514,0,2156807
2018,27,Health Care,cloud-based,High use,Used,1507,48121,0,1731489
2018,27,Health Care,cloud-based,Don't know,Unknown,650,16940,0,606371
2018,27,Health Care,specialized software,Did not use,Did not use,3741,53836,0,1910611
2018,27,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,27,Health Care,specialized software,Low use,Used,0,0,0,0
2018,27,Health Care,specialized software,Moderate use,Used,1166,27203,0,1742349
2018,27,Health Care,specialized software,High use,Used,2314,78029,0,4186354
2018,27,Health Care,specialized software,Don't know,Unknown,355,13448,0,451748
2018,27,Health Care,robotics,Did not use,Did not use,7777,147820,0,6187110
2018,27,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,27,Health Care,robotics,Low use,Used,0,0,0,0
2018,27,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,27,Health Care,robotics,High use,Used,0,0,0,0
2018,27,Health Care,robotics,Don't know,Unknown,445,15455,0,683146
2018,27,Health Care,specialized equipment,Did not use,Did not use,5771,121909,0,4781778
2018,27,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,27,Health Care,specialized equipment,Low use,Used,612,7873,0,467033
2018,27,Health Care,specialized equipment,Moderate use,Used,0,0,0,0
2018,27,Health Care,specialized equipment,High use,Used,950,18806,0,968560
2018,27,Health Care,specialized equipment,Don't know,Unknown,362,16642,0,695613
2018,28,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,28,Health Care,artificial intelligence,Did not use,Did not use,3982,77475,0,3710040
2018,28,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,28,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,28,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,28,Health Care,artificial intelligence,Don't know,Unknown,224,3361,0,125358
2018,28,Health Care,cloud-based,Did not use,Did not use,2428,49841,0,1993763
2018,28,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,28,Health Care,cloud-based,Low use,Used,300,10737,0,673455
2018,28,Health Care,cloud-based,Moderate use,Used,831,11403,0,547654
2018,28,Health Care,cloud-based,High use,Used,348,5527,0,205029
2018,28,Health Care,cloud-based,Don't know,Unknown,0,0,0,0
2018,28,Health Care,specialized software,Did not use,Did not use,1968,35724,0,1432625
2018,28,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,28,Health Care,specialized software,Low use,Used,193,2748,0,98891
2018,28,Health Care,specialized software,Moderate use,Used,480,5882,0,235306
2018,28,Health Care,specialized software,High use,Used,1284,33491,0,1976785
2018,28,Health Care,specialized software,Don't know,Unknown,342,3956,0,148986
2018,28,Health Care,robotics,Did not use,Did not use,3974,72956,0,3468330
2018,28,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,28,Health Care,robotics,Low use,Used,0,0,0,0
2018,28,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,28,Health Care,robotics,High use,Used,0,0,0,0
2018,28,Health Care,robotics,Don't know,Unknown,151,2907,0,119556
2018,28,Health Care,specialized equipment,Did not use,Did not use,2497,45852,0,2045084
2018,28,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,28,Health Care,specialized equipment,Low use,Used,0,0,0,0
2018,28,Health Care,specialized equipment,Moderate use,Used,0,0,0,0
2018,28,Health Care,specialized equipment,High use,Used,667,13706,0,928859
2018,28,Health Care,specialized equipment,Don't know,Unknown,140,3201,0,119696
2018,29,Health Care,artificial intelligence,Did not use,Did not use,8500,142965,0,4877129
2018,29,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,29,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,29,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,29,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,29,Health Care,artificial intelligence,Don't know,Unknown,446,13191,0,530572
2018,29,Health Care,cloud-based,Did not use,Did not use,5359,57913,0,2095461
2018,29,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,29,Health Care,cloud-based,Low use,Used,711,24342,0,677509
2018,29,Health Care,cloud-based,Moderate use,Used,1297,40663,0,1740709
2018,29,Health Care,cloud-based,High use,Used,1138,23819,0,576317
2018,29,Health Care,cloud-based,Don't know,Unknown,606,11346,0,439064
2018,29,Health Care,specialized software,Did not use,Did not use,4176,57067,0,1829927
2018,29,Health Care,specialized software,High use,Used,2229,44698,0,1893872
2018,29,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,29,Health Care,specialized software,Low use,Used,625,16150,0,546601
2018,29,Health Care,specialized software,Moderate use,Used,1442,18144,0,678504
2018,29,Health Care,specialized software,Don't know,Unknown,639,23492,0,631948
2018,29,Health Care,robotics,Did not use,Did not use,8617,137337,0,4365538
2018,29,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,29,Health Care,robotics,Low use,Used,0,0,0,0
2018,29,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,29,Health Care,robotics,High use,Used,0,0,0,0
2018,29,Health Care,robotics,Don't know,Unknown,437,7498,0,325435
2018,29,Health Care,specialized equipment,Did not use,Did not use,6225,103518,0,3176319
2018,29,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,29,Health Care,specialized equipment,Low use,Used,460,5619,0,207783
2018,29,Health Care,specialized equipment,Moderate use,Used,921,17790,0,530460
2018,29,Health Care,specialized equipment,High use,Used,984,21010,0,1183535
2018,29,Health Care,specialized equipment,Don't know,Unknown,606,13272,0,542510
2018,30,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,30,Health Care,artificial intelligence,Did not use,Did not use,2059,14575,0,453724
2018,30,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,30,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,30,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,30,Health Care,artificial intelligence,Don't know,Unknown,58,5385,0,297244
2018,30,Health Care,cloud-based,Did not use,Did not use,1229,7600,0,192575
2018,30,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,30,Health Care,cloud-based,Low use,Used,0,0,0,0
2018,30,Health Care,cloud-based,Moderate use,Used,307,5966,0,336573
2018,30,Health Care,cloud-based,High use,Used,330,2993,0,95678
2018,30,Health Care,cloud-based,Don't know,Unknown,0,0,0,0
2018,30,Health Care,specialized software,Did not use,Did not use,999,6724,0,162189
2018,30,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,30,Health Care,specialized software,Low use,Used,0,0,0,0
2018,30,Health Care,specialized software,Moderate use,Used,273,5821,0,286179
2018,30,Health Care,specialized software,High use,Used,791,6975,0,284680
2018,30,Health Care,specialized software,Don't know,Unknown,0,0,0,0
2018,30,Health Care,robotics,Did not use,Did not use,2042,15557,0,476336
2018,30,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,30,Health Care,robotics,Low use,Used,0,0,0,0
2018,30,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,30,Health Care,robotics,High use,Used,0,0,0,0
2018,30,Health Care,robotics,Don't know,Unknown,0,0,0,0
2018,30,Health Care,specialized equipment,Did not use,Did not use,1408,9953,0,236117
2018,30,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,30,Health Care,specialized equipment,Low use,Used,0,0,0,0
2018,30,Health Care,specialized equipment,Moderate use,Used,267,4959,0,299148
2018,30,Health Care,specialized equipment,High use,Used,293,3188,0,144900
2018,30,Health Care,specialized equipment,Don't know,Unknown,0,0,0,0
2018,31,Health Care,artificial intelligence,Did not use,Did not use,3893,56687,0,2132371
2018,31,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,31,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,31,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,31,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,31,Health Care,artificial intelligence,Don't know,Unknown,124,1327,0,48286
2018,31,Health Care,cloud-based,Did not use,Did not use,2197,18391,0,884083
2018,31,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,31,Health Care,cloud-based,Low use,Used,349,3351,0,328157
2018,31,Health Care,cloud-based,Moderate use,Used,603,14006,0,395228
2018,31,Health Care,cloud-based,High use,Used,675,22222,0,710711
2018,31,Health Care,cloud-based,Don't know,Unknown,328,1800,0,68263
2018,31,Health Care,specialized software,Did not use,Did not use,1177,18862,0,652039
2018,31,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,31,Health Care,specialized software,Low use,Used,614,14013,0,523622
2018,31,Health Care,specialized software,Moderate use,Used,727,5447,0,176513
2018,31,Health Care,specialized software,High use,Used,1353,19543,0,965063
2018,31,Health Care,specialized software,Don't know,Unknown,322,1710,0,67290
2018,31,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,31,Health Care,robotics,Did not use,Did not use,4024,58386,0,2311941
2018,31,Health Care,robotics,Low use,Used,0,0,0,0
2018,31,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,31,Health Care,robotics,High use,Used,0,0,0,0
2018,31,Health Care,robotics,Don't know,Unknown,0,0,0,0
2018,31,Health Care,specialized equipment,Did not use,Did not use,2313,40731,0,1276870
2018,31,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,31,Health Care,specialized equipment,Low use,Used,452,9845,0,433225
2018,31,Health Care,specialized equipment,Moderate use,Used,812,3723,0,425314
2018,31,Health Care,specialized equipment,High use,Used,344,3016,0,148242
2018,31,Health Care,specialized equipment,Don't know,Unknown,231,1558,0,62004
2018,32,Health Care,artificial intelligence,Did not use,Did not use,4380,69522,0,3111874
2018,32,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,32,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,32,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,32,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,32,Health Care,artificial intelligence,Don't know,Unknown,143,9977,0,400854
2018,32,Health Care,cloud-based,Did not use,Did not use,1971,31291,0,993658
2018,32,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,32,Health Care,cloud-based,Don't know,Unknown,0,0,0,0
2018,32,Health Care,cloud-based,Low use,Used,718,6577,0,310500
2018,32,Health Care,cloud-based,Moderate use,Used,863,25727,0,1375961
2018,32,Health Care,cloud-based,High use,Used,1060,16080,0,903390
2018,32,Health Care,specialized software,Did not use,Did not use,1515,29907,0,796625
2018,32,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,32,Health Care,specialized software,Low use,Used,0,0,0,0
2018,32,Health Care,specialized software,Moderate use,Used,993,11738,0,677432
2018,32,Health Care,specialized software,High use,Used,1837,29900,0,1895930
2018,32,Health Care,specialized software,Don't know,Unknown,223,8299,0,276003
2018,32,Health Care,robotics,Did not use,Did not use,4513,66860,0,2519783
2018,32,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,32,Health Care,robotics,Low use,Used,0,0,0,0
2018,32,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,32,Health Care,robotics,High use,Used,0,0,0,0
2018,32,Health Care,robotics,Don't know,Unknown,0,0,0,0
2018,32,Health Care,specialized equipment,Low use,Used,0,0,0,0
2018,32,Health Care,specialized equipment,Did not use,Did not use,2908,52125,0,1749426
2018,32,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,32,Health Care,specialized equipment,Moderate use,Used,694,5840,0,411330
2018,32,Health Care,specialized equipment,High use,Used,711,16217,0,1182508
2018,32,Health Care,specialized equipment,Don't know,Unknown,262,4288,0,223839
2018,33,Health Care,artificial intelligence,Did not use,Did not use,1998,34434,0,1468872
