state,naics_sector,impact,n_firms,n_emp
06,11,Increased skill level of workers employed by this business,0,0
06,11,Decreased skill level of workers employed by this business,0,0
06,11,Did not change skill level of workers employed by this business,0,0
06,11,Increased STEM skills of workers employed by this business,0,0
06,11,Decreased STEM skills of workers employed by this business,0,0
06,11,Did not change STEM skills of workers employed by this business,0,0
06,11,"Not applicable, did not employ workers with STEM skills",0,0
08,11,Increased number of workers employed by this business,0,0
08,11,Decreased number of workers employed by this business,0,0
08,11,Did not change number of workers employed by this business,0,0
08,11,Increased skill level of workers employed by this business,0,0
08,11,Decreased skill level of workers employed by this business,0,0
08,11,Did not change skill level of workers employed by this business,0,0
08,11,Increased STEM skills of workers employed by this business,0,0
08,11,Decreased STEM skills of workers employed by this business,0,0
08,11,Did not change STEM skills of workers employed by this business,0,0
08,11,"Not applicable, did not employ workers with STEM skills",0,0
09,11,Increased number of workers employed by this business,0,0
09,11,Decreased number of workers employed by this business,0,0
09,11,Did not change number of workers employed by this business,0,0
09,11,Increased skill level of workers employed by this business,0,0
09,11,Decreased skill level of workers employed by this business,0,0
09,11,Did not change skill level of workers employed by this business,0,0
09,11,Increased STEM skills of workers employed by this business,0,0
09,11,Decreased STEM skills of workers employed by this business,0,0
09,11,Did not change STEM skills of workers employed by this business,0,0
09,11,"Not applicable, did not employ workers with STEM skills",0,0
10,11,Increased number of workers employed by this business,0,0
10,11,Decreased number of workers employed by this business,0,0
10,11,Did not change number of workers employed by this business,0,0
10,11,Increased skill level of workers employed by this business,0,0
10,11,Decreased skill level of workers employed by this business,0,0
10,11,Did not change skill level of workers employed by this business,0,0
10,11,Increased STEM skills of workers employed by this business,0,0
10,11,Decreased STEM skills of workers employed by this business,0,0
10,11,Did not change STEM skills of workers employed by this business,0,0
10,11,"Not applicable, did not employ workers with STEM skills",0,0
11,11,Increased number of workers employed by this business,0,0
11,11,Decreased number of workers employed by this business,0,0
11,11,Did not change number of workers employed by this business,0,0
11,11,Increased skill level of workers employed by this business,0,0
11,11,Decreased skill level of workers employed by this business,0,0
11,11,Did not change skill level of workers employed by this business,0,0
11,11,Increased STEM skills of workers employed by this business,0,0
11,11,Decreased STEM skills of workers employed by this business,0,0
11,11,Did not change STEM skills of workers employed by this business,0,0
11,11,"Not applicable, did not employ workers with STEM skills",0,0
12,11,Did not change number of workers employed by this business,0,0
12,11,Increased number of workers employed by this business,0,0
12,11,Decreased number of workers employed by this business,0,0
12,11,Increased skill level of workers employed by this business,0,0
12,11,Decreased skill level of workers employed by this business,0,0
12,11,Did not change skill level of workers employed by this business,0,0
12,11,Increased STEM skills of workers employed by this business,0,0
12,11,Decreased STEM skills of workers employed by this business,0,0
12,11,Did not change STEM skills of workers employed by this business,0,0
12,11,"Not applicable, did not employ workers with STEM skills",0,0
13,11,Increased number of workers employed by this business,0,0
13,11,Decreased number of workers employed by this business,0,0
13,11,Did not change number of workers employed by this business,0,0
13,11,Increased skill level of workers employed by this business,0,0
13,11,Decreased skill level of workers employed by this business,0,0
13,11,Did not change skill level of workers employed by this business,0,0
